rank,fg_id,roto_points,name,PA,HR,R,RBI,SB,IP,W,SV,K,AVG,ERA,WHIP,role,hindsight_$,drafted_$,team,current_$,contract,bargain
1063,17610,-0.05218134176043769,,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,,4.5,1.3333333333333333,PIT,0.0,,,,,
1064,25957,-0.05219182750711615,Josh Simpson,0.0,0.0,0.0,0.0,0.0,19.2,1.0,0.0,23.0,,4.6875,1.4583333333333335,PIT,0.0,,,,,
1065,19562,-0.052494450522223984,Zack Short,62.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,TWO,0.0,,,,,
1066,23055,-0.053768070039945604,Dedniel Núñez,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,16.0,,4.5,1.5,PIT,0.0,,,,,
1067,17780,-0.06062871490764765,José Alvarado,0.0,0.0,0.0,0.0,0.0,58.2,4.0,1.0,73.0,,5.257731958762887,1.4261168384879725,PIT,0.0,,,,,
1068,30142,-0.06139584839634528,Doug Nikhazy,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,,4.5,1.5,PIT,0.0,,,,,
1069,28272,-0.06165741325899287,Jeferson Quero,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,HIT,0.0,,,,,
1070,26469,-0.06165741325899287,Davis Wendzel,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,HIT,0.0,,,,,
1071,24597,-0.0634578888033236,Jonathan Ornelas,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,,,HIT,0.0,,,,,
1072,13602,-0.06827460148558429,Patrick Wisdom,46.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.11904761904761904,,,HIT,0.0,,,,,
1073,13621,-0.0688240937138798,Jeimer Candelario,20.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,,,HIT,0.0,,,,,
1074,31989,-0.07120777418190079,,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,5.0,,4.5,1.3333333333333333,PIT,0.0,,,,,
1075,13528,-0.07120777418190079,,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,5.0,,4.5,1.3333333333333333,PIT,0.0,,,,,
1076,31883,-0.07120777418190079,,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,5.0,,4.5,1.3333333333333333,PIT,0.0,,,,,
1077,20020,-0.071583199416136,John Schreiber,0.0,0.0,0.0,0.0,0.0,58.0,1.0,1.0,47.0,,4.0344827586206895,1.4137931034482758,PIT,0.0,,,,,
1078,18819,-0.07410315852497584,Andy Ibáñez,26.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,,,HIT,0.0,,,,,
1079,16398,-0.0764223489455042,Brian Navarreto,40.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1388888888888889,,,HIT,0.0,,,,,
1080,26048,-0.07742779910338876,,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,,5.4,1.2,PIT,0.0,,,,,
1081,19643,-0.08095171641556986,Daniel Johnson,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,,,HIT,0.0,,,,,
1082,29608,-0.08131990989174948,Joe Boyle,0.0,0.0,0.0,0.0,0.0,21.2,0.0,0.0,22.0,,5.09433962264151,1.1320754716981132,PIT,0.0,,,,,
1083,19588,-0.08366518049257947,Guillo Zuñiga,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,,4.5,1.5,PIT,0.0,,,,,
1084,22932,-0.08366518049257947,,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,,4.5,1.5,PIT,0.0,,,,,
1085,21865,-0.08444672809497411,Bo Naylor,92.0,2.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.14457831325301204,,,HIT,0.0,,,,,
1086,14366,-0.08535897666025662,Joey Meneses,25.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.13043478260869565,,,HIT,0.0,,,,,
1087,19349,-0.09025883542037882,Caleb Ferguson,0.0,0.0,0.0,0.0,0.0,41.2,2.0,1.0,37.0,,4.150485436893204,1.5533980582524272,PIT,0.0,,,,,
1088,26389,-0.0930937485192794,,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,,4.5,1.375,PIT,0.0,,,,,
1089,27483,-0.09645423152485184,,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,,5.4,1.2,PIT,0.0,,,,,
1090,14196,-0.09825622529367242,Andrew Velazquez,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.07142857142857142,,,HIT,0.0,,,,,
1091,21871,-0.10008231890814255,Jerar Encarnacion,35.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,,,HIT,0.0,,,,,
1092,26270,-0.10269161291404255,,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,,4.5,1.5,PIT,0.0,,,,,
1093,18873,-0.10269161291404255,,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,,4.5,1.5,PIT,0.0,,,,,
1094,14932,-0.10269161291404255,,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,,4.5,1.5,PIT,0.0,,,,,
1095,29788,-0.10966072089536771,Brett Harris,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,,,HIT,0.0,,,,,
1096,25590,-0.11407961883863404,Adam Macko,0.0,0.0,0.0,0.0,0.0,33.0,3.0,0.0,33.0,,4.909090909090909,1.5151515151515151,PIT,0.0,,,,,
1097,15256,-0.11469961252050809,Cole Sulser,0.0,0.0,0.0,0.0,0.0,54.1,1.0,2.0,55.0,,4.824399260628466,1.3308687615526802,PIT,0.0,,,,,
1098,13449,-0.11690713425789512,Taylor Rogers,0.0,0.0,0.0,0.0,0.0,56.2,7.0,2.0,51.0,,5.124555160142348,1.6370106761565835,PIT,0.0,,,,,
1099,20333,-0.11739125907820153,Nick Raquet,0.0,0.0,0.0,0.0,0.0,11.2,1.0,0.0,8.0,,5.625,1.3392857142857144,PIT,0.0,,,,,
1100,31730,-0.12315059167844977,,0.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,13.0,,4.764705882352941,1.411764705882353,PIT,0.0,,,,,
1101,18042,-0.12762470871000198,Dylan Moore,15.0,0.0,3.0,0.0,1.0,1.2,0.0,0.0,0.0,0.0,7.5,0.8333333333333334,TWO,0.0,,,,,
1102,24614,-0.1282031259052019,Victor Vodnik,0.0,0.0,0.0,0.0,0.0,56.0,4.0,4.0,44.0,,4.821428571428571,1.5535714285714286,PIT,0.0,,,,,
1103,6175,-0.1289018292117664,Albert Suárez,0.0,0.0,0.0,0.0,0.0,62.0,2.0,1.0,43.0,,4.354838709677419,1.3709677419354838,PIT,0.0,,,,,
1104,33708,-0.13150646596971993,Cooper Ingle,24.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,,,HIT,0.0,,,,,
1105,27506,-0.13185995839484288,Ha-Seong Kim,138.0,1.0,11.0,8.0,3.0,0.0,0.0,0.0,0.0,0.12903225806451613,,,HIT,0.0,,,,,
1106,25448,-0.13218900952583332,Greg Jones,24.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.09090909090909091,,,HIT,0.0,,,,,
1107,19316,-0.1322347637315724,Eric Lauer,0.0,0.0,0.0,0.0,0.0,106.0,7.0,0.0,68.0,,5.009433962264151,1.2924528301886793,PIT,0.0,,,,,
1108,21894,-0.13452961241666647,Gregory Santos,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,,3.6,1.6,PIT,0.0,,,,,
1109,23455,-0.13769403833298124,Hunter Stratton,0.0,0.0,0.0,0.0,0.0,10.1,0.0,0.0,9.0,,4.455445544554456,1.3861386138613863,PIT,0.0,,,,,
1110,30161,-0.14408925327689426,Carlos Rodriguez,0.0,0.0,0.0,0.0,0.0,9.1,0.0,0.0,8.0,,3.956043956043956,1.5384615384615385,PIT,0.0,,,,,
1111,33851,-0.14481527717381576,Quinn Mathews,0.0,0.0,0.0,0.0,0.0,26.0,1.0,0.0,23.0,,4.153846153846154,1.5,PIT,0.0,,,,,
1112,28036,-0.14648415139737136,Luke Little,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,9.0,,4.5,1.5,PIT,0.0,,,,,
1113,27271,-0.1479591919044098,Juan Burgos,0.0,0.0,0.0,0.0,0.0,12.2,0.0,0.0,8.0,,4.426229508196721,1.3114754098360657,PIT,0.0,,,,,
1114,29514,-0.15001527181655777,,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,,5.4,1.4,PIT,0.0,,,,,
1115,26419,-0.1501730457836687,,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,5.0,,4.5,1.375,PIT,0.0,,,,,
1116,31886,-0.1501730457836687,Duncan Davitt,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,5.0,,4.5,1.375,PIT,0.0,,,,,
1117,31967,-0.15644524037694396,,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,5.0,,5.142857142857143,1.2857142857142858,PIT,0.0,,,,,
1118,23237,-0.15669352791028812,Juan Mejia,0.0,0.0,0.0,0.0,0.0,67.0,4.0,6.0,66.0,,5.104477611940299,1.537313432835821,PIT,0.0,,,,,
1119,2967,-0.1584953984855132,Tommy Pham,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,,,HIT,0.0,,,,,
1120,19892,-0.15950153132941658,Pavin Smith,91.0,1.0,5.0,6.0,1.0,0.0,0.0,0.0,0.0,0.13253012048192772,,,HIT,0.0,,,,,
1121,26333,-0.1613013526782027,Jack Weisenburger,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,13.0,,4.5,1.3571428571428572,PIT,0.0,,,,,
1122,27908,-0.16175070396965596,Noah Murdock,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,11.0,,3.272727272727273,1.7272727272727273,PIT,0.0,,,,,
1123,29950,-0.16605635068315605,Jordan Leasure,0.0,0.0,0.0,0.0,0.0,21.2,2.0,0.0,22.0,,6.367924528301887,1.2264150943396226,PIT,0.0,,,,,
1124,19871,-0.16904170423802084,,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,,5.4,1.4,PIT,0.0,,,,,
1125,21897,-0.17517121647868827,Christopher Morel,73.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.16666666666666666,,,HIT,0.0,,,,,
1126,30231,-0.17587074748671974,Carter Baumler,0.0,0.0,0.0,0.0,0.0,10.2,0.0,0.0,10.0,,4.411764705882353,1.4705882352941178,PIT,0.0,,,,,
1127,12857,-0.1773762019183781,Shawn Armstrong,0.0,0.0,0.0,0.0,0.0,37.0,2.0,0.0,37.0,,4.864864864864865,1.4054054054054055,PIT,0.0,,,,,
1128,31696,-0.17813590780616695,Cameron Weston,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,8.0,,5.0,1.3333333333333333,PIT,0.0,,,,,
1129,31873,-0.17813590780616695,Max Rajcic,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,8.0,,5.0,1.3333333333333333,PIT,0.0,,,,,
1130,22209,-0.17832923910361054,Sam Huff,34.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.12903225806451613,,,HIT,0.0,,,,,
1131,32155,-0.17920717585040044,John Klein,0.0,0.0,0.0,0.0,0.0,4.1,0.0,0.0,2.0,,4.390243902439025,1.707317073170732,PIT,0.0,,,,,
1132,29930,-0.17937722698363137,Kyler Fedko,26.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,,,HIT,0.0,,,,,
1133,19360,-0.18106140583687047,Lucas Erceg,0.0,0.0,0.0,0.0,0.0,58.1,5.0,12.0,44.0,,5.576592082616179,1.721170395869191,PIT,0.0,,,,,
1134,27757,-0.18253725680669702,Dax Fulton,0.0,0.0,0.0,0.0,0.0,26.0,1.0,0.0,22.0,,4.5,1.4230769230769231,PIT,0.0,,,,,
1135,21707,-0.18724775743722347,Oswaldo Cabrera,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,HIT,0.0,,,,,
1136,30031,-0.18806813665948394,,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,,5.4,1.4,PIT,0.0,,,,,
1137,25660,-0.18973425147260137,Will Brennan,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,,,HIT,0.0,,,,,
1138,23293,-0.1922138498341504,Codi Heuer,0.0,0.0,0.0,0.0,0.0,18.2,1.0,0.0,15.0,,4.450549450549451,1.5384615384615385,PIT,0.0,,,,,
1139,19824,-0.19237560786224372,Chuckie Robinson,26.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,,,HIT,0.0,,,,,
1140,17281,-0.20064436729769844,Thomas Pannone,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,,6.0,1.6666666666666667,PIT,0.0,,,,,
1141,32119,-0.20292686004048194,Nick Morabito,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,HIT,0.0,,,,,
1142,21009,-0.20451123384976755,Leo Rivas,142.0,0.0,11.0,8.0,3.0,0.0,0.0,0.0,0.0,0.1328125,,,HIT,0.0,,,,,
1143,25376,-0.20593125949767055,Nick Mears,0.0,0.0,0.0,0.0,0.0,23.1,2.0,0.0,18.0,,5.064935064935065,1.4718614718614718,PIT,0.0,,,,,
1144,23150,-0.20631986626431661,Osvaldo Bido,0.0,0.0,0.0,0.0,0.0,18.2,2.0,1.0,11.0,,6.428571428571429,1.3186813186813187,PIT,0.0,,,,,
1145,20370,-0.20709456908094703,Bruce Zimmermann,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,,5.4,1.4,PIT,0.0,,,,,
1146,27783,-0.20793632034923684,Zach Brzykcy,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,14.0,,4.2,1.4666666666666666,PIT,0.0,,,,,
1147,16725,-0.20968891000103418,Jose Trevino,165.0,6.0,17.0,20.0,0.0,5.0,0.0,0.0,1.0,0.24183006535947713,14.4,3.0,TWO,0.0,,,,,
1148,31870,-0.20989243318263962,Matt Pushard,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,6.0,,5.142857142857143,1.4285714285714286,PIT,0.0,,,,,
1149,24598,-0.21065234960968546,Addison Barger,28.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.04,,,HIT,0.0,3.0,,,,
1150,30163,-0.21756364807094275,César Prieto,53.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.12244897959183673,,,HIT,0.0,,,,,
1151,2396,-0.22194372019656067,Carlos Santana,26.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,,,HIT,0.0,,,,,
1152,14416,-0.2233195238093604,Yunior Marte,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,,90.0,10.0,PIT,0.0,,,,,
1153,12272,-0.2233195238093604,Aaron Brooks,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,,90.0,10.0,PIT,0.0,,,,,
1154,21646,-0.22909812001868168,Rafael Marchán,115.0,2.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.125,,,HIT,0.0,,,,,
1155,29952,-0.23079667855214453,Luke Murphy,0.0,0.0,0.0,0.0,0.0,21.1,1.0,1.0,18.0,,4.691943127962085,1.5639810426540284,PIT,0.0,,,,,
1156,26191,-0.23155164454832833,Kade Strowd,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,8.0,,4.0,1.6666666666666667,PIT,0.0,,,,,
1157,18067,-0.23317549100794724,Garrett Stubbs,56.0,0.0,9.0,3.0,0.0,3.1,0.0,0.0,0.0,0.13725490196078433,5.806451612903226,1.6129032258064515,TWO,0.0,,,,,
1158,31827,-0.23574951479902073,Zebby Matthews,0.0,0.0,0.0,0.0,0.0,120.0,7.0,0.0,106.0,,5.025,1.3416666666666666,PIT,0.0,,,,,
1159,27853,-0.2402423554305242,Ryan Watson,0.0,0.0,0.0,0.0,0.0,71.2,1.0,1.0,55.0,,4.424157303370786,1.3202247191011236,PIT,0.0,,,,,
1160,28489,-0.2542842168291424,Winston Santos,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,,6.0,1.3333333333333333,PIT,0.0,,,,,
1161,17381,-0.25994500630817796,Matt Gage,0.0,0.0,0.0,0.0,0.0,32.1,4.0,1.0,26.0,,5.327102803738318,1.6199376947040498,PIT,0.0,,,,,
1162,31792,-0.2671698165868793,Otto Kemp,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,,,HIT,0.0,,,,,
1163,24937,-0.26797225160771376,Austin Warren,0.0,0.0,0.0,0.0,0.0,45.0,2.0,0.0,47.0,,4.6,1.4666666666666666,PIT,0.0,,,,,
1164,22113,-0.2683310437227582,Cole Winn,0.0,0.0,0.0,0.0,0.0,53.1,6.0,1.0,51.0,,5.762711864406779,1.4500941619585688,PIT,0.0,,,,,
1165,15223,-0.27120550211301286,Adam Frazier,153.0,2.0,21.0,10.0,1.0,2.0,0.0,0.0,0.0,0.20863309352517986,18.0,4.5,TWO,0.0,,,,,
1166,30166,-0.27143217352014504,Marco Raya,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,11.0,,4.5,1.4285714285714286,PIT,0.0,,,,,
1167,26253,-0.27568032562052003,Ryne Nelson,0.0,0.0,0.0,0.0,0.0,90.1,3.0,0.0,68.0,,4.894561598224196,1.2430632630410656,PIT,0.0,,,,,
1168,23920,-0.27761215469649914,Brayan Bello,0.0,0.0,0.0,0.0,0.0,119.2,6.0,1.0,94.0,,4.681208053691275,1.3926174496644295,PIT,0.0,,,,,
1169,21846,-0.27828087265982004,Cole Ragans,0.0,0.0,0.0,0.0,0.0,35.1,1.0,0.0,45.0,,4.871794871794871,1.4245014245014245,PIT,0.0,,Spehr's Army,11.0,1,-11.0
1170,13470,-0.2783660796359139,Lucas Sims,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,,4.5,1.6,PIT,0.0,,,,,
1171,28901,-0.3036074444392233,Wilber Dotel,0.0,0.0,0.0,0.0,0.0,42.2,2.0,0.0,41.0,,4.90521327014218,1.3981042654028435,PIT,0.0,,,,,
1172,27999,-0.30553902604957917,Emiliano Teodo,0.0,0.0,0.0,0.0,0.0,7.2,0.0,0.0,7.0,,5.0,1.6666666666666665,PIT,0.0,,,,,
1173,15271,-0.3058986502971246,Austin Wynns,93.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.1411764705882353,,,HIT,0.0,,,,,
1174,21587,-0.3077584390809508,César Salazar,22.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.05,9.0,1.0,TWO,0.0,,,,,
1175,12763,-0.3182357424097496,Chris Devenski,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,3.0,,8.571428571428571,2.380952380952381,PIT,0.0,,,,,
1176,6655,-0.3225403234949631,Craig Kimbrel,0.0,0.0,0.0,0.0,0.0,47.2,1.0,0.0,47.0,,4.766949152542373,1.3347457627118644,PIT,0.0,,,,,
1177,25582,-0.3284532139161418,Brady Basso,0.0,0.0,0.0,0.0,0.0,33.0,1.0,0.0,27.0,,4.636363636363637,1.393939393939394,PIT,0.0,,,,,
1178,21367,-0.33303726613079165,Peter Strzelecki,0.0,0.0,0.0,0.0,0.0,19.2,1.0,0.0,13.0,,5.15625,1.40625,PIT,0.0,,,,,
1179,21045,-0.33534852054348285,Seth Martinez,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,8.0,,5.4,1.4,PIT,0.0,,,,,
1180,29614,-0.3355929830686291,Chad Stevens,36.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,,,HIT,0.0,,,,,
1181,17888,-0.33684369688100346,Tayler Saucedo,0.0,0.0,0.0,0.0,0.0,20.2,0.0,0.0,23.0,,4.900990099009901,1.3861386138613863,PIT,0.0,,,,,
1182,22487,-0.3424212122798142,Johan Oviedo,0.0,0.0,0.0,0.0,0.0,12.2,1.0,0.0,12.0,,5.901639344262295,1.557377049180328,PIT,0.0,,,,,
1183,19883,-0.3467724967410286,Alex Lange,0.0,0.0,0.0,0.0,0.0,61.2,2.0,11.0,65.0,,5.735294117647059,1.5359477124183005,PIT,0.0,,,,,
1184,31773,-0.3499929615955768,Alex McFarlane,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,11.0,,4.846153846153846,1.4615384615384615,PIT,0.0,,,,,
1185,33027,-0.35044421592496444,Luis Gastelum,0.0,0.0,0.0,0.0,0.0,27.2,3.0,0.0,26.0,,6.286764705882353,1.3602941176470589,PIT,0.0,,,,,
1186,31893,-0.35226951450728505,Robby Snelling,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,,5.4,1.8,PIT,0.0,,The Fighting Phils,10.0,2,-10.0
1187,26641,-0.3612923605762648,,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,,6.0,1.6666666666666667,PIT,0.0,,,,,
1188,25215,-0.3620818658411267,Yaramil Hiraldo,0.0,0.0,0.0,0.0,0.0,20.0,1.0,0.0,25.0,,5.4,1.5,PIT,0.0,,,,,
1189,26117,-0.36473948370905274,Blas Castaño,0.0,0.0,0.0,0.0,0.0,29.2,1.0,0.0,23.0,,4.623287671232877,1.4383561643835616,PIT,0.0,,,,,
1190,27608,-0.3696960340855088,Jeff Criswell,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,9.0,,4.5,1.7,PIT,0.0,,,,,
1191,25620,-0.37905113442567206,Luis Mey,0.0,0.0,0.0,0.0,0.0,27.1,1.0,0.0,35.0,,4.981549815498155,1.5129151291512914,PIT,0.0,,,,,
1192,21573,-0.38031879299772786,Nolan Kingham,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,5.0,,6.0,1.6666666666666667,PIT,0.0,,,,,
1193,17425,-0.38085325109378143,Erick Fedde,0.0,0.0,0.0,0.0,0.0,132.2,7.0,0.0,95.0,,4.561270801815431,1.40695915279879,PIT,0.0,,,,,
1194,22622,-0.38608637190621986,Yovanny Cruz,0.0,0.0,0.0,0.0,0.0,22.2,0.0,1.0,24.0,,4.864864864864865,1.4864864864864866,PIT,0.0,,,,,
1195,5273,-0.39359131502645445,Sandy León,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0975609756097561,,,HIT,0.0,,,,,
1196,30180,-0.4148861571478545,Travis Adams,0.0,0.0,0.0,0.0,0.0,49.1,3.0,2.0,54.0,,5.4989816700611,1.446028513238289,PIT,0.0,,,,,
1197,25241,-0.41605415100962684,Domingo Gonzalez,0.0,0.0,0.0,0.0,0.0,7.2,0.0,0.0,5.0,,5.0,1.8055555555555556,PIT,0.0,,,,,
1198,24458,-0.4286764845623227,,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,11.0,,5.25,1.5,PIT,0.0,,,,,
1199,31910,-0.44279489734424965,Brycen Mautz,0.0,0.0,0.0,0.0,0.0,20.0,1.0,0.0,16.0,,4.95,1.55,PIT,0.0,,,,,
1200,31878,-0.4459305548382312,Trevor Martin,0.0,0.0,0.0,0.0,0.0,18.1,0.0,0.0,13.0,,4.475138121546961,1.4917127071823204,PIT,0.0,,,,,
1201,27902,-0.44700404408509964,Jefry Yan,0.0,0.0,0.0,0.0,0.0,16.2,1.0,1.0,17.0,,5.0,1.8518518518518519,PIT,0.0,,,,,
1202,26257,-0.45918837818162384,Joey Estes,0.0,0.0,0.0,0.0,0.0,16.1,1.0,0.0,12.0,,6.149068322981366,1.3664596273291925,PIT,0.0,,,,,
1203,24930,-0.46195023081044484,Ethan Roberts,0.0,0.0,0.0,0.0,0.0,29.2,0.0,0.0,20.0,,4.315068493150685,1.404109589041096,PIT,0.0,,,,,
1204,26260,-0.4917551957633598,Drey Jameson,0.0,0.0,0.0,0.0,0.0,24.1,0.0,0.0,19.0,,4.481327800829876,1.4522821576763485,PIT,0.0,,,,,
1205,14542,-0.5018158534371402,Carlos Estévez,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,2.0,,12.857142857142856,2.380952380952381,PIT,0.0,,,,,
1206,32015,-0.5020010513192058,Alex Cook,0.0,0.0,0.0,0.0,0.0,13.2,0.0,0.0,10.0,,5.454545454545455,1.4393939393939394,PIT,0.0,,,,,
1207,26440,-0.5086096079116378,Ryan Gusto,0.0,0.0,0.0,0.0,0.0,82.0,2.0,0.0,71.0,,4.609756097560975,1.353658536585366,PIT,0.0,,,,,
1208,31738,-0.5271985827516722,Josh White,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,4.0,,8.571428571428571,1.9047619047619047,PIT,0.0,,,,,
1209,19261,-0.5271985827516722,Ian Hamilton,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,4.0,,8.571428571428571,1.9047619047619047,PIT,0.0,,,,,
1210,31865,-0.5325550656227895,Peyton Pallette,0.0,0.0,0.0,0.0,0.0,20.2,1.0,0.0,22.0,,5.346534653465347,1.5841584158415842,PIT,0.0,,,,,
1211,16953,-0.5337714067136468,Chadwick Tromp,56.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,0.17647058823529413,18.0,4.0,TWO,0.0,,,,,
1212,22288,-0.5342851432071144,Mason Englert,0.0,0.0,0.0,0.0,0.0,45.2,0.0,1.0,41.0,,4.5796460176991145,1.393805309734513,PIT,0.0,,,,,
1213,19754,-0.5364742098886851,Reiver Sanmartin,0.0,0.0,0.0,0.0,0.0,20.2,2.0,0.0,16.0,,5.792079207920792,1.5841584158415842,PIT,0.0,,,,,
1214,23426,-0.5378190329263388,Max Lazar,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,10.0,,5.4,1.4,PIT,0.0,,,,,
1215,23381,-0.5484558126477814,Nolan Hoffman,0.0,0.0,0.0,0.0,0.0,14.2,0.0,0.0,11.0,,5.070422535211268,1.5492957746478875,PIT,0.0,,,,,
1216,23479,-0.5582426048888941,Cam Sanders,0.0,0.0,0.0,0.0,0.0,24.0,1.0,1.0,27.0,,5.625,1.5416666666666667,PIT,0.0,,,,,
1217,26443,-0.5728184269567184,Sam Aldegheri,0.0,0.0,0.0,0.0,0.0,48.2,4.0,0.0,34.0,,5.228215767634855,1.4522821576763485,PIT,0.0,,,,,
1218,21052,-0.5732498738320742,Luis Gil,0.0,0.0,0.0,0.0,0.0,32.1,2.0,0.0,21.0,,5.607476635514018,1.3395638629283488,PIT,0.0,,,,,
1219,27668,-0.5781008995998489,Brandon Eisert,0.0,0.0,0.0,0.0,0.0,45.1,3.0,0.0,51.0,,5.787139689578714,1.3747228381374723,PIT,0.0,,,,,
1220,30170,-0.5811126786937667,Chase Petty,0.0,0.0,0.0,0.0,0.0,49.2,2.0,1.0,28.0,,5.121951219512195,1.3211382113821137,PIT,0.0,,,,,
1221,31760,-0.5885473985241363,JR Ritchie,0.0,0.0,0.0,0.0,0.0,70.0,1.0,1.0,64.0,,4.5,1.4142857142857144,PIT,0.0,,,,,
1222,16350,-0.5920584543007337,Ryan Borucki,0.0,0.0,0.0,0.0,0.0,23.2,1.0,0.0,15.0,,5.043103448275862,1.5086206896551724,PIT,0.0,,,,,
